date,places ,value
01-10-2020,Surat Thani ,104318
01-10-2020,Satun ,45849
01-10-2020,Kamphaeng Phet ,30295
01-10-2020,Chiang Rai ,169909
01-10-2020,Chiang Mai ,469898
01-10-2020,Phichit ,24127
01-10-2020,Nakhon Sawan ,55167
01-10-2020,Tak ,100253
01-10-2020,Phitsanulok ,106841
01-10-2020,Phayao ,21257
01-10-2020,Phetchabun ,139542
01-10-2020,Phrae ,20972
01-10-2020,Lampang ,41343
01-10-2020,Lamphun ,16728
01-10-2020,Mae Hong Son ,67684
01-10-2020,Uttaradit ,44047
01-10-2020,Uthai Thani ,19683
01-10-2020,Sukhothai ,66869
01-10-2020,Nan ,64910
01-10-2020,Kalasin ,13205
01-10-2020,Khon Kaen ,147641
01-10-2020,Chaiyaphum ,42963
01-10-2020,Nakhon Phanom ,32744
01-10-2020,Nakhon Ratchasima ,362428
01-10-2020,Buriram ,53310
01-10-2020,Maha Sarakham ,29691
01-10-2020,Mukdahan ,21890
01-10-2020,Roi Et ,31714
01-10-2020,Loei ,109372
01-10-2020,Sisaket ,22611
01-10-2020,Surin ,58463
01-10-2020,Nong Khai ,65524
01-10-2020,Bueng Kan ,22991
01-10-2020,Udon Thani ,130080
01-10-2020,Ubon Ratchathani ,84707
01-10-2020,Sakon Nakhon ,65331
01-10-2020,Yasothon ,10449
01-10-2020,Amnat Charoen ,4958
01-10-2020,Nong Bua Lamphu ,7717
01-10-2021,Bangkok,271942
01-10-2021,Lopburi ,12336
01-10-2021,Phra Nakhon Si Ayutthaya ,28760
01-10-2021,Saraburi ,16525
01-10-2021,Chainat ,6656
01-10-2021,Nakhon Pathom ,13994
01-10-2021,Sing Buri ,5718
01-10-2021,Ang Thong ,2732
01-10-2021,Nonthaburi ,9899
01-10-2021,Pathum Thani ,9104
01-10-2021,Samut Prakan ,9872
01-10-2021,Samut Sakhon ,7612
01-10-2021,Chachoengsao ,5667
01-10-2021,Ratchaburi ,33133
01-10-2021,Kanchanaburi ,166596
01-10-2021,Samut Songkhram ,18232
01-10-2021,Suphan Buri ,33111
01-10-2021,Phetchaburi ,135873
01-10-2021,Prachuap Khiri Khan ,144930
01-10-2021,Chonburi ,191611
01-10-2021,Chanthaburi ,41667
01-10-2021,Trat ,47540
01-10-2021,Nakhon Nayok ,16085
01-10-2021,Prachinburi ,16421
01-10-2021,Rayong ,40963
01-10-2021,Sa Kaeo ,9601
01-10-2021,Phuket ,78742
01-10-2021,Phatthalung ,1844
01-10-2021,Trang ,5601
01-10-2021,Ranong ,4265
01-10-2021,Chumphon ,6832
01-10-2021,Pattani ,906
01-10-2021,Yala ,999
01-10-2021,Nakhon Si Thammarat ,7619
01-10-2021,Narathiwat ,1094
01-10-2021,Krabi ,4825
01-10-2021,Songkhla ,5132
01-10-2021,Phang Nga ,23920
01-10-2021,Surat Thani ,6978
01-10-2021,Satun ,3334
01-10-2021,Kamphaeng Phet ,7489
01-10-2021,Chiang Rai ,98956
01-10-2021,Chiang Mai ,182337
01-10-2021,Phichit ,6447
01-10-2021,Nakhon Sawan ,18256
01-10-2021,Tak ,17531
01-10-2021,Phitsanulok ,37534
01-10-2021,Phayao ,10885
01-10-2021,Phetchabun ,70220
01-10-2021,Phrae ,13132
01-10-2021,Lampang ,20485
01-10-2021,Lamphun ,9952
01-10-2021,Mae Hong Son ,31892
01-10-2021,Uttaradit ,10868
01-10-2021,Uthai Thani ,2658
01-10-2021,Sukhothai ,6884
01-10-2021,Nan ,47859
01-10-2021,Kalasin ,7138
01-10-2021,Khon Kaen ,48194
01-10-2021,Chaiyaphum ,10061
01-10-2021,Nakhon Phanom ,10617
01-10-2021,Nakhon Ratchasima ,136393
01-10-2021,Buriram ,28406
01-10-2021,Maha Sarakham ,7736
01-10-2021,Mukdahan ,10136
01-10-2021,Roi Et ,9259
01-10-2021,Loei ,36480
01-10-2021,Sisaket ,7729
01-10-2021,Surin ,14129
01-10-2021,Nong Khai ,16911
01-10-2021,Bueng Kan ,4176
01-10-2021,Udon Thani ,24458
01-10-2021,Ubon Ratchathani ,34785
01-10-2021,Sakon Nakhon ,15960
01-10-2021,Yasothon ,1925
01-10-2021,Amnat Charoen ,1607
01-10-2021,Nong Bua Lamphu ,1353
01-10-2022,Bangkok,1666579
01-10-2022,Lopburi ,52904
01-10-2022,Phra Nakhon Si Ayutthaya ,66149
01-10-2022,Saraburi ,72404
01-10-2022,Chainat ,14203
01-10-2022,Nakhon Pathom ,68090
01-10-2022,Sing Buri ,12503
01-10-2022,Ang Thong ,5839
01-10-2022,Nonthaburi ,61082
01-10-2022,Pathum Thani ,25269
01-10-2022,Samut Prakan ,63348
01-10-2022,Samut Sakhon ,16907
01-10-2022,Chachoengsao ,22339
01-10-2022,Ratchaburi ,65196
01-10-2022,Kanchanaburi ,243360
01-10-2022,Samut Songkhram ,58110
01-10-2022,Suphan Buri ,63194
01-10-2022,Phetchaburi ,308030
01-10-2022,Prachuap Khiri Khan ,456213
01-10-2022,Chonburi ,832270
01-10-2022,Chanthaburi ,74859
01-10-2022,Trat ,101147
01-10-2022,Nakhon Nayok ,87735
01-10-2022,Prachinburi ,53389
01-10-2022,Rayong ,182640
01-10-2022,Sa Kaeo ,38773
01-10-2022,Phuket ,489390
01-10-2022,Phatthalung ,32795
01-10-2022,Trang ,65233
01-10-2022,Ranong ,32081
01-10-2022,Chumphon ,78758
01-10-2022,Pattani ,16374
01-10-2022,Yala ,79839
01-10-2022,Nakhon Si Thammarat ,129416
01-10-2022,Narathiwat ,26837
01-10-2022,Krabi ,86208
01-10-2022,Songkhla ,168416
01-10-2022,Phang Nga ,45911
01-10-2022,Surat Thani ,257860
01-10-2022,Satun ,65671
01-10-2022,Kamphaeng Phet ,28762
01-10-2022,Chiang Rai ,303137
01-10-2022,Chiang Mai ,492496
01-10-2022,Phichit ,28865
01-10-2022,Nakhon Sawan ,75389
01-10-2022,Tak ,115130
01-10-2022,Phitsanulok ,122143
01-10-2022,Phayao ,36871
01-10-2022,Phetchabun ,149669
01-10-2022,Phrae ,43220
01-10-2022,Lampang ,48709
01-10-2022,Lamphun ,19313
01-10-2022,Mae Hong Son ,81206
01-10-2022,Uttaradit ,42754
01-10-2022,Uthai Thani ,23460
01-10-2022,Sukhothai ,41114
01-10-2022,Nan ,79593
01-10-2022,Kalasin ,19352
01-10-2022,Khon Kaen ,146040
01-10-2022,Chaiyaphum ,47589
01-10-2022,Nakhon Phanom ,63103
01-10-2022,Nakhon Ratchasima ,300164
01-10-2022,Buriram ,193238
01-10-2022,Maha Sarakham ,23338
01-10-2022,Mukdahan ,39314
01-10-2022,Roi Et ,24047
01-10-2022,Loei ,93605
01-10-2022,Sisaket ,23359
01-10-2022,Surin ,65192
01-10-2022,Nong Khai ,65973
01-10-2022,Bueng Kan ,32195
01-10-2022,Udon Thani ,106566
01-10-2022,Ubon Ratchathani ,71278
01-10-2022,Sakon Nakhon ,57142
01-10-2022,Yasothon ,9443
01-10-2022,Amnat Charoen ,5784
01-10-2022,Nong Bua Lamphu ,7615
01-11-2019,Bangkok,3039784
01-11-2019,Lopburi ,61855
01-11-2019,Phra Nakhon Si Ayutthaya ,87169
01-11-2019,Saraburi ,95772
01-11-2019,Chainat ,22758
01-11-2019,Nakhon Pathom ,106895
01-11-2019,Sing Buri ,12077
01-11-2019,Ang Thong ,10564
01-11-2019,Nonthaburi ,90673
01-11-2019,Pathum Thani ,54862
01-11-2019,Samut Prakan ,96402
01-11-2019,Samut Sakhon ,53571
01-11-2019,Chachoengsao ,40612
01-11-2019,Ratchaburi ,98012
01-11-2019,Kanchanaburi ,322062
01-11-2019,Samut Songkhram ,91689
01-11-2019,Suphan Buri ,106474
01-11-2019,Phetchaburi ,306354
01-11-2019,Prachuap Khiri Khan ,432497
01-11-2019,Chonburi ,1319409
01-11-2019,Chanthaburi ,132847
01-11-2019,Trat ,153704
01-11-2019,Nakhon Nayok ,121675
01-11-2019,Prachinburi ,81485
01-11-2019,Rayong ,334314
01-11-2019,Sa Kaeo ,61306
01-11-2019,Phuket ,963468
01-11-2019,Phatthalung ,63971
01-11-2019,Trang ,93115
01-11-2019,Ranong ,64724
01-11-2019,Chumphon ,81839
01-11-2019,Pattani ,18901
01-11-2019,Yala ,51323
01-11-2019,Nakhon Si Thammarat ,171935
01-11-2019,Narathiwat ,45243
01-11-2019,Krabi ,334303
01-11-2019,Songkhla ,455924
01-11-2019,Phang Nga ,110385
01-11-2019,Surat Thani ,321592
01-11-2019,Satun ,71919
01-11-2019,Kamphaeng Phet ,46256
01-11-2019,Chiang Rai ,302293
01-11-2019,Chiang Mai ,774996
01-11-2019,Phichit ,34967
01-11-2019,Nakhon Sawan ,81894
01-11-2019,Tak ,166042
01-11-2019,Phitsanulok ,157276
01-11-2019,Phayao ,31411
01-11-2019,Phetchabun ,236869
01-11-2019,Phrae ,38308
01-11-2019,Lampang ,64867
01-11-2019,Lamphun ,24251
01-11-2019,Mae Hong Son ,129692
01-11-2019,Uttaradit ,73118
01-11-2019,Uthai Thani ,34094
01-11-2019,Sukhothai ,97417
01-11-2019,Nan ,67483
01-11-2019,Kalasin ,20873
01-11-2019,Khon Kaen ,169690
01-11-2019,Chaiyaphum ,79618
01-11-2019,Nakhon Phanom ,35896
01-11-2019,Nakhon Ratchasima ,464697
01-11-2019,Buriram ,86220
01-11-2019,Maha Sarakham ,35834
01-11-2019,Mukdahan ,40044
01-11-2019,Roi Et ,31627
01-11-2019,Loei ,124336
01-11-2019,Sisaket ,29274
01-11-2019,Surin ,99900
01-11-2019,Nong Khai ,86834
01-11-2019,Bueng Kan ,30572
01-11-2019,Udon Thani ,161082
01-11-2019,Ubon Ratchathani ,124724
01-11-2019,Sakon Nakhon ,58802
01-11-2019,Yasothon ,15326
01-11-2019,Amnat Charoen ,9432
01-11-2019,Nong Bua Lamphu ,14246
01-11-2020,Bangkok,1047121
01-11-2020,Lopburi ,44863
01-11-2020,Phra Nakhon Si Ayutthaya ,70456
01-11-2020,Saraburi ,77077
01-11-2020,Chainat ,15316
01-11-2020,Nakhon Pathom ,69677
01-11-2020,Sing Buri ,8942
01-11-2020,Ang Thong ,4972
01-11-2020,Nonthaburi ,59852
01-11-2020,Pathum Thani ,25460
01-11-2020,Samut Prakan ,47748
01-11-2020,Samut Sakhon ,28403
01-11-2020,Chachoengsao ,29200
01-11-2020,Ratchaburi ,85348
01-11-2020,Kanchanaburi ,249372
01-11-2020,Samut Songkhram ,78670
01-11-2020,Suphan Buri ,78661
01-11-2020,Phetchaburi ,277726
01-11-2020,Prachuap Khiri Khan ,361113
01-11-2020,Chonburi ,593135
01-11-2020,Chanthaburi ,118169
01-11-2020,Trat ,103150
01-11-2020,Nakhon Nayok ,101018
01-11-2020,Prachinburi ,66646
01-11-2020,Rayong ,236366
01-11-2020,Sa Kaeo ,33992
01-11-2020,Phuket ,156307
01-11-2020,Phatthalung ,52579
01-11-2020,Trang ,45172
01-11-2020,Ranong ,18586
01-11-2020,Chumphon ,44648
01-11-2020,Pattani ,9515
01-11-2020,Yala ,69102
01-11-2020,Nakhon Si Thammarat ,200227
01-11-2020,Narathiwat ,13021
01-11-2020,Krabi ,55765
01-11-2020,Songkhla ,164094
01-11-2020,Phang Nga ,28106
01-11-2020,Surat Thani ,104288
01-11-2020,Satun ,54052
01-11-2020,Kamphaeng Phet ,31894
01-11-2020,Chiang Rai ,226721
01-11-2020,Chiang Mai ,583901
01-11-2020,Phichit ,28804
01-11-2020,Nakhon Sawan ,64975
01-11-2020,Tak ,118806
01-11-2020,Phitsanulok ,108763
01-11-2020,Phayao ,25537
01-11-2020,Phetchabun ,178433
01-11-2020,Phrae ,29269
01-11-2020,Lampang ,49447
01-11-2020,Lamphun ,20369
01-11-2020,Mae Hong Son ,106318
01-11-2020,Uttaradit ,56736
01-11-2020,Uthai Thani ,26452
01-11-2020,Sukhothai ,61740
01-11-2020,Nan ,82848
01-11-2020,Kalasin ,16513
01-11-2020,Khon Kaen ,157365
01-11-2020,Chaiyaphum ,61301
01-11-2020,Nakhon Phanom ,34452
01-11-2020,Nakhon Ratchasima ,377642
01-11-2020,Buriram ,68306
01-11-2020,Maha Sarakham ,36067
01-11-2020,Mukdahan ,26608
01-11-2020,Roi Et ,30810
01-11-2020,Loei ,135083
01-11-2020,Sisaket ,23829
01-11-2020,Surin ,71275
01-11-2020,Nong Khai ,76764
01-11-2020,Bueng Kan ,27863
01-11-2020,Udon Thani ,141007
01-11-2020,Ubon Ratchathani ,99952
01-11-2020,Sakon Nakhon ,49081
01-11-2020,Yasothon ,9860
01-11-2020,Amnat Charoen ,5787
01-11-2020,Nong Bua Lamphu ,9424
01-11-2021,Bangkok,507770
01-11-2021,Lopburi ,35981
01-11-2021,Phra Nakhon Si Ayutthaya ,48387
01-11-2021,Saraburi ,52117
01-11-2021,Chainat ,11945
01-11-2021,Nakhon Pathom ,33083
01-11-2021,Sing Buri ,7742
01-11-2021,Ang Thong ,4113
01-11-2021,Nonthaburi ,30475
01-11-2021,Pathum Thani ,21717
01-11-2021,Samut Prakan ,25275
01-11-2021,Samut Sakhon ,10700
01-11-2021,Chachoengsao ,11229
01-11-2021,Ratchaburi ,62545
01-11-2021,Kanchanaburi ,233580
01-11-2021,Samut Songkhram ,30625
01-11-2021,Suphan Buri ,53647
01-11-2021,Phetchaburi ,197179
01-11-2021,Prachuap Khiri Khan ,249212
01-11-2021,Chonburi ,481065
01-11-2021,Chanthaburi ,92444
01-11-2021,Trat ,91952
01-11-2021,Nakhon Nayok ,92136
01-11-2021,Prachinburi ,53872
01-11-2021,Rayong ,190848
01-11-2021,Sa Kaeo ,34877
01-11-2021,Phuket ,134273
01-11-2021,Phatthalung ,10528
01-11-2021,Trang ,19893
01-11-2021,Ranong ,8701
01-11-2021,Chumphon ,25995
01-11-2021,Pattani ,3670
01-11-2021,Yala ,6468
01-11-2021,Nakhon Si Thammarat ,16476
01-11-2021,Narathiwat ,2143
01-11-2021,Krabi ,37452
01-11-2021,Songkhla ,17554
01-11-2021,Phang Nga ,27545
01-11-2021,Surat Thani ,22151
01-11-2021,Satun ,35512
01-11-2021,Kamphaeng Phet ,21266
01-11-2021,Chiang Rai ,206000
01-11-2021,Chiang Mai ,488905
01-11-2021,Phichit ,12736
01-11-2021,Nakhon Sawan ,40200
01-11-2021,Tak ,48326
01-11-2021,Phitsanulok ,85446
01-11-2021,Phayao ,23966
01-11-2021,Phetchabun ,110087
01-11-2021,Phrae ,28396
01-11-2021,Lampang ,34240
01-11-2021,Lamphun ,13835
01-11-2021,Mae Hong Son ,70550
01-11-2021,Uttaradit ,32893
01-11-2021,Uthai Thani ,11732
01-11-2021,Sukhothai ,34164
01-11-2021,Nan ,78139
01-11-2021,Kalasin ,14542
01-11-2021,Khon Kaen ,87300
01-11-2021,Chaiyaphum ,27743
01-11-2021,Nakhon Phanom ,24012
01-11-2021,Nakhon Ratchasima ,271437
01-11-2021,Buriram ,40626
01-11-2021,Maha Sarakham ,11591
01-11-2021,Mukdahan ,26712
01-11-2021,Roi Et ,11535
01-11-2021,Loei ,67749
01-11-2021,Sisaket ,19132
01-11-2021,Surin ,27818
01-11-2021,Nong Khai ,39184
01-11-2021,Bueng Kan ,7604
01-11-2021,Udon Thani ,52603
01-11-2021,Ubon Ratchathani ,60500
01-11-2021,Sakon Nakhon ,46062
01-11-2021,Yasothon ,3808
01-11-2021,Amnat Charoen ,3076
01-11-2021,Nong Bua Lamphu ,3081
01-11-2022,Bangkok,1942938
01-11-2022,Lopburi ,56397
01-11-2022,Phra Nakhon Si Ayutthaya ,79253
01-11-2022,Saraburi ,84640
01-11-2022,Chainat ,13547
01-11-2022,Nakhon Pathom ,85433
01-11-2022,Sing Buri ,13921
01-11-2022,Ang Thong ,7961
01-11-2022,Nonthaburi ,70146
01-11-2022,Pathum Thani ,34060
01-11-2022,Samut Prakan ,67914
01-11-2022,Samut Sakhon ,23405
01-11-2022,Chachoengsao ,26741
01-11-2022,Ratchaburi ,69905
01-11-2022,Kanchanaburi ,257582
01-11-2022,Samut Songkhram ,65755
01-11-2022,Suphan Buri ,66189
01-11-2022,Phetchaburi ,316488
01-11-2022,Prachuap Khiri Khan ,488942
01-11-2022,Chonburi ,1145160
01-11-2022,Chanthaburi ,76234
01-11-2022,Trat ,98648
01-11-2022,Nakhon Nayok ,86089
01-11-2022,Prachinburi ,54579
01-11-2022,Rayong ,224156
01-11-2022,Sa Kaeo ,37213
01-11-2022,Phuket ,617572
01-11-2022,Phatthalung ,34367
01-11-2022,Trang ,62408
01-11-2022,Ranong ,33747
01-11-2022,Chumphon ,81738
01-11-2022,Pattani ,15363
01-11-2022,Yala ,82710
01-11-2022,Nakhon Si Thammarat ,134361
01-11-2022,Narathiwat ,25570
01-11-2022,Krabi ,96346
01-11-2022,Songkhla ,158927
01-11-2022,Phang Nga ,53461
01-11-2022,Surat Thani ,267805
01-11-2022,Satun ,62834
01-11-2022,Kamphaeng Phet ,31346
01-11-2022,Chiang Rai ,355701
01-11-2022,Chiang Mai ,634697
01-11-2022,Phichit ,31738
01-11-2022,Nakhon Sawan ,82118
01-11-2022,Tak ,138675
01-11-2022,Phitsanulok ,132398
01-11-2022,Phayao ,40453
01-11-2022,Phetchabun ,169807
01-11-2022,Phrae ,46151
01-11-2022,Lampang ,56389
01-11-2022,Lamphun ,22281
01-11-2022,Mae Hong Son ,89215
01-11-2022,Uttaradit ,45502
01-11-2022,Uthai Thani ,25298
01-11-2022,Sukhothai ,48411
01-11-2022,Nan ,85948
01-11-2022,Kalasin ,19946
01-11-2022,Khon Kaen ,166964
01-11-2022,Chaiyaphum ,46668
01-11-2022,Nakhon Phanom ,57023
01-11-2022,Nakhon Ratchasima ,314951
01-11-2022,Buriram ,117539
01-11-2022,Maha Sarakham ,24207
01-11-2022,Mukdahan ,38734
01-11-2022,Roi Et ,24352
01-11-2022,Loei ,97739
01-11-2022,Sisaket ,23861
01-11-2022,Surin ,76423
01-11-2022,Nong Khai ,64414
01-11-2022,Bueng Kan ,31232
01-11-2022,Udon Thani ,103471
01-11-2022,Ubon Ratchathani ,78351
01-11-2022,Sakon Nakhon ,55106
01-11-2022,Yasothon ,9642
01-11-2022,Amnat Charoen ,6045
01-11-2022,Nong Bua Lamphu ,7530
01-12-2019,Bangkok,3335728
01-12-2019,Lopburi ,62532
01-12-2019,Phra Nakhon Si Ayutthaya ,98062
01-12-2019,Saraburi ,98573
01-12-2019,Chainat ,24993
01-12-2019,Nakhon Pathom ,109180
01-12-2019,Sing Buri ,13124
01-12-2019,Ang Thong ,11991
01-12-2019,Nonthaburi ,88480
01-12-2019,Pathum Thani ,64010
01-12-2019,Samut Prakan ,99259
01-12-2019,Samut Sakhon ,51444
01-12-2019,Chachoengsao ,37466
01-12-2019,Ratchaburi ,109829
01-12-2019,Kanchanaburi ,324550
01-12-2019,Samut Songkhram ,97734
01-12-2019,Suphan Buri ,100006
01-12-2019,Phetchaburi ,377609
01-12-2019,Prachuap Khiri Khan ,493313
01-12-2019,Chonburi ,1270383
01-12-2019,Chanthaburi ,145003
01-12-2019,Trat ,170268
01-12-2019,Nakhon Nayok ,125172
01-12-2019,Prachinburi ,84927
01-12-2019,Rayong ,332269
01-12-2019,Sa Kaeo ,70987
01-12-2019,Phuket ,1406031
01-12-2019,Phatthalung ,58461
01-12-2019,Trang ,85793
01-12-2019,Ranong ,64372
01-12-2019,Chumphon ,90924
01-12-2019,Pattani ,19236
01-12-2019,Yala ,46519
01-12-2019,Nakhon Si Thammarat ,192991
01-12-2019,Narathiwat ,48920
01-12-2019,Krabi ,487292
01-12-2019,Songkhla ,460147
01-12-2019,Phang Nga ,110949
01-12-2019,Surat Thani ,459926
01-12-2019,Satun ,74817
01-12-2019,Kamphaeng Phet ,55016
01-12-2019,Chiang Rai ,378014
01-12-2019,Chiang Mai ,933415
01-12-2019,Phichit ,39137
01-12-2019,Nakhon Sawan ,93206
01-12-2019,Tak ,174094
01-12-2019,Phitsanulok ,178176
01-12-2019,Phayao ,36532
01-12-2019,Phetchabun ,272449
01-12-2019,Phrae ,45280
01-12-2019,Lampang ,67662
01-12-2019,Lamphun ,27613
01-12-2019,Mae Hong Son ,157667
01-12-2019,Uttaradit ,78401
01-12-2019,Uthai Thani ,33635
01-12-2019,Sukhothai ,106945
01-12-2019,Nan ,75556
01-12-2019,Kalasin ,21723
01-12-2019,Khon Kaen ,169406
01-12-2019,Chaiyaphum ,84805
01-12-2019,Nakhon Phanom ,36039
01-12-2019,Nakhon Ratchasima ,496562
01-12-2019,Buriram ,95436
01-12-2019,Maha Sarakham ,35432
01-12-2019,Mukdahan ,43001
01-12-2019,Roi Et ,33917
01-12-2019,Loei ,156751
01-12-2019,Sisaket ,33851
01-12-2019,Surin ,91993
01-12-2019,Nong Khai ,103353
01-12-2019,Bueng Kan ,31567
01-12-2019,Udon Thani ,178173
01-12-2019,Ubon Ratchathani ,141430
01-12-2019,Sakon Nakhon ,61950
01-12-2019,Yasothon ,16623
01-12-2019,Amnat Charoen ,10574
01-12-2019,Nong Bua Lamphu ,15642
01-12-2020,Bangkok,946689
01-12-2020,Lopburi ,47631
01-12-2020,Phra Nakhon Si Ayutthaya ,60653
01-12-2020,Saraburi ,61031
01-12-2020,Chainat ,13468
01-12-2020,Nakhon Pathom ,67022
01-12-2020,Sing Buri ,6422
01-12-2020,Ang Thong ,5061
01-12-2020,Nonthaburi ,52760
01-12-2020,Pathum Thani ,23277
01-12-2020,Samut Prakan ,44205
01-12-2020,Samut Sakhon ,8509
01-12-2020,Chachoengsao ,23032
01-12-2020,Ratchaburi ,74582
01-12-2020,Kanchanaburi ,221651
01-12-2020,Samut Songkhram ,65518
01-12-2020,Suphan Buri ,70635
01-12-2020,Phetchaburi ,240753
01-12-2020,Prachuap Khiri Khan ,318247
01-12-2020,Chonburi ,528203
01-12-2020,Chanthaburi ,89898
01-12-2020,Trat ,103392
01-12-2020,Nakhon Nayok ,81766
01-12-2020,Prachinburi ,55694
01-12-2020,Rayong ,192633
01-12-2020,Sa Kaeo ,42465
01-12-2020,Phuket ,148645
01-12-2020,Phatthalung ,45437
01-12-2020,Trang ,42136
01-12-2020,Ranong ,16366
01-12-2020,Chumphon ,39479
01-12-2020,Pattani ,8663
01-12-2020,Yala ,72895
01-12-2020,Nakhon Si Thammarat ,190821
01-12-2020,Narathiwat ,10881
01-12-2020,Krabi ,60367
01-12-2020,Songkhla ,164174
01-12-2020,Phang Nga ,30215
01-12-2020,Surat Thani ,93616
01-12-2020,Satun ,51402
01-12-2020,Kamphaeng Phet ,34564
01-12-2020,Chiang Rai ,208058
01-12-2020,Chiang Mai ,537846
01-12-2020,Phichit ,23691
01-12-2020,Nakhon Sawan ,59931
01-12-2020,Tak ,101076
01-12-2020,Phitsanulok ,106071
01-12-2020,Phayao ,19363
01-12-2020,Phetchabun ,173990
01-12-2020,Phrae ,38973
01-12-2020,Lampang ,43286
01-12-2020,Lamphun ,16547
01-12-2020,Mae Hong Son ,77183
01-12-2020,Uttaradit ,46310
01-12-2020,Uthai Thani ,20269
01-12-2020,Sukhothai ,56696
01-12-2020,Nan ,68667
01-12-2020,Kalasin ,15834
01-12-2020,Khon Kaen ,150209
01-12-2020,Chaiyaphum ,63667
01-12-2020,Nakhon Phanom ,35059
01-12-2020,Nakhon Ratchasima ,390347
01-12-2020,Buriram ,69867
01-12-2020,Maha Sarakham ,33643
01-12-2020,Mukdahan ,27225
01-12-2020,Roi Et ,32321
01-12-2020,Loei ,132406
01-12-2020,Sisaket ,24940
01-12-2020,Surin ,63694
01-12-2020,Nong Khai ,80205
01-12-2020,Bueng Kan ,28191
01-12-2020,Udon Thani ,157294
01-12-2020,Ubon Ratchathani ,90999
01-12-2020,Sakon Nakhon ,48720
01-12-2020,Yasothon ,13667
01-12-2020,Amnat Charoen ,6690
01-12-2020,Nong Bua Lamphu ,10855
01-12-2021,Bangkok,1103572
01-12-2021,Lopburi ,46497
01-12-2021,Phra Nakhon Si Ayutthaya ,66535
01-12-2021,Saraburi ,67399
01-12-2021,Chainat ,13622
01-12-2021,Nakhon Pathom ,68813
01-12-2021,Sing Buri ,10653
01-12-2021,Ang Thong ,5250
01-12-2021,Nonthaburi ,53732
01-12-2021,Pathum Thani ,24549
01-12-2021,Samut Prakan ,45307
01-12-2021,Samut Sakhon ,19349
01-12-2021,Chachoengsao ,23088
01-12-2021,Ratchaburi ,78987
01-12-2021,Kanchanaburi ,268663
01-12-2021,Samut Songkhram ,66926
01-12-2021,Suphan Buri ,81825
01-12-2021,Phetchaburi ,256513
01-12-2021,Prachuap Khiri Khan ,345371
01-12-2021,Chonburi ,605407
01-12-2021,Chanthaburi ,96072
01-12-2021,Trat ,122401
01-12-2021,Nakhon Nayok ,85712
01-12-2021,Prachinburi ,57096
01-12-2021,Rayong ,227031
01-12-2021,Sa Kaeo ,39928
01-12-2021,Phuket ,232109
01-12-2021,Phatthalung ,13705
01-12-2021,Trang ,65707
01-12-2021,Ranong ,18793
01-12-2021,Chumphon ,53634
01-12-2021,Pattani ,5497
01-12-2021,Yala ,39149
01-12-2021,Nakhon Si Thammarat ,100284
01-12-2021,Narathiwat ,3429
01-12-2021,Krabi ,67381
01-12-2021,Songkhla ,97294
01-12-2021,Phang Nga ,71975
01-12-2021,Surat Thani ,103356
01-12-2021,Satun ,77459
01-12-2021,Kamphaeng Phet ,32290
01-12-2021,Chiang Rai ,278158
01-12-2021,Chiang Mai ,519976
01-12-2021,Phichit ,21361
01-12-2021,Nakhon Sawan ,58149
01-12-2021,Tak ,88540
01-12-2021,Phitsanulok ,117368
01-12-2021,Phayao ,30289
01-12-2021,Phetchabun ,155884
01-12-2021,Phrae ,43759
01-12-2021,Lampang ,55540
01-12-2021,Lamphun ,20295
01-12-2021,Mae Hong Son ,110345
01-12-2021,Uttaradit ,40990
01-12-2021,Uthai Thani ,16811
01-12-2021,Sukhothai ,47055
01-12-2021,Nan ,91669
01-12-2021,Kalasin ,15823
01-12-2021,Khon Kaen ,158630
01-12-2021,Chaiyaphum ,56563
01-12-2021,Nakhon Phanom ,40155
01-12-2021,Nakhon Ratchasima ,345907
01-12-2021,Buriram ,66829
01-12-2021,Maha Sarakham ,16635
01-12-2021,Mukdahan ,28211
01-12-2021,Roi Et ,17590
01-12-2021,Loei ,81647
01-12-2021,Sisaket ,25889
01-12-2021,Surin ,57475
01-12-2021,Nong Khai ,78145
01-12-2021,Bueng Kan ,27628
01-12-2021,Udon Thani ,100037
01-12-2021,Ubon Ratchathani ,106208
01-12-2021,Sakon Nakhon ,55976
01-12-2021,Yasothon ,12363
01-12-2021,Amnat Charoen ,6518
01-12-2021,Nong Bua Lamphu ,7886
01-12-2022,Bangkok,2222569
01-12-2022,Lopburi ,61977
01-12-2022,Phra Nakhon Si Ayutthaya ,83905
01-12-2022,Saraburi ,93710
01-12-2022,Chainat ,15509
01-12-2022,Nakhon Pathom ,78307
01-12-2022,Sing Buri ,13024
01-12-2022,Ang Thong ,9590
01-12-2022,Nonthaburi ,73876
01-12-2022,Pathum Thani ,38085
01-12-2022,Samut Prakan ,73415
01-12-2022,Samut Sakhon ,28424
01-12-2022,Chachoengsao ,30212
01-12-2022,Ratchaburi ,83382
01-12-2022,Kanchanaburi ,293434
01-12-2022,Samut Songkhram ,70438
01-12-2022,Suphan Buri ,99002
01-12-2022,Phetchaburi ,324834
01-12-2022,Prachuap Khiri Khan ,533496
01-12-2022,Chonburi ,1384373
01-12-2022,Chanthaburi ,78619
01-12-2022,Trat ,129248
01-12-2022,Nakhon Nayok ,92973
01-12-2022,Prachinburi ,61315
01-12-2022,Rayong ,260807
01-12-2022,Sa Kaeo ,40958
01-12-2022,Phuket ,656246
01-12-2022,Phatthalung ,39914
01-12-2022,Trang ,66532
